 v-sweep         v(vin)          v(vout)        
 9.63000000e-01  9.63000000e-01  3.82600162e-02 
 9.64000000e-01  9.64000000e-01  3.78420554e-02 
 9.65000000e-01  9.65000000e-01  3.74274722e-02 
 9.66000000e-01  9.66000000e-01  3.70162438e-02 
 9.67000000e-01  9.67000000e-01  3.66083472e-02 
 9.68000000e-01  9.68000000e-01  3.62037602e-02 
 9.69000000e-01  9.69000000e-01  3.58024604e-02 
 9.70000000e-01  9.70000000e-01  3.54044258e-02 
 9.71000000e-01  9.71000000e-01  3.50096347e-02 
 9.72000000e-01  9.72000000e-01  3.46180657e-02 
 9.73000000e-01  9.73000000e-01  3.42296974e-02 
 9.74000000e-01  9.74000000e-01  3.38445089e-02 
 9.75000000e-01  9.75000000e-01  3.34624793e-02 
 9.76000000e-01  9.76000000e-01  3.30835880e-02 
 9.77000000e-01  9.77000000e-01  3.27078147e-02 
 9.78000000e-01  9.78000000e-01  3.23351393e-02 
 9.79000000e-01  9.79000000e-01  3.19655419e-02 
 9.80000000e-01  9.80000000e-01  3.15990026e-02 
 9.81000000e-01  9.81000000e-01  3.12355021e-02 
 9.82000000e-01  9.82000000e-01  3.08750209e-02 
 9.83000000e-01  9.83000000e-01  3.05175400e-02 
 9.84000000e-01  9.84000000e-01  3.01630405e-02 
 9.85000000e-01  9.85000000e-01  2.98115036e-02 
 9.86000000e-01  9.86000000e-01  2.94629108e-02 
 9.87000000e-01  9.87000000e-01  2.91172437e-02 
 9.88000000e-01  9.88000000e-01  2.87744842e-02 
 9.89000000e-01  9.89000000e-01  2.84346142e-02 
 9.90000000e-01  9.90000000e-01  2.80976160e-02 
 9.91000000e-01  9.91000000e-01  2.77634718e-02 
 9.92000000e-01  9.92000000e-01  2.74321642e-02 
 9.93000000e-01  9.93000000e-01  2.71036759e-02 
 9.94000000e-01  9.94000000e-01  2.67779898e-02 
 9.95000000e-01  9.95000000e-01  2.64550887e-02 
 9.96000000e-01  9.96000000e-01  2.61349560e-02 
 9.97000000e-01  9.97000000e-01  2.58175748e-02 
 9.98000000e-01  9.98000000e-01  2.55029288e-02 
 9.99000000e-01  9.99000000e-01  2.51910014e-02 
 1.00000000e+00  1.00000000e+00  2.48817765e-02 
 1.00100000e+00  1.00100000e+00  2.45752380e-02 
 1.00200000e+00  1.00200000e+00  2.42713698e-02 
 1.00300000e+00  1.00300000e+00  2.39701563e-02 
 1.00400000e+00  1.00400000e+00  2.36715817e-02 
 1.00500000e+00  1.00500000e+00  2.33756305e-02 
 1.00600000e+00  1.00600000e+00  2.30822873e-02 
 1.00700000e+00  1.00700000e+00  2.27915368e-02 
 1.00800000e+00  1.00800000e+00  2.25033639e-02 
 1.00900000e+00  1.00900000e+00  2.22177535e-02 
 1.01000000e+00  1.01000000e+00  2.19346907e-02 
 1.01100000e+00  1.01100000e+00  2.16541607e-02 
 1.01200000e+00  1.01200000e+00  2.13761489e-02 
 1.01300000e+00  1.01300000e+00  2.11006407e-02 
 1.01400000e+00  1.01400000e+00  2.08276217e-02 
 1.01500000e+00  1.01500000e+00  2.05570776e-02 
 1.01600000e+00  1.01600000e+00  2.02889941e-02 
 1.01700000e+00  1.01700000e+00  2.00233571e-02 
 1.01800000e+00  1.01800000e+00  1.97601527e-02 
 1.01900000e+00  1.01900000e+00  1.94993669e-02 
 1.02000000e+00  1.02000000e+00  1.92409860e-02 
 1.02100000e+00  1.02100000e+00  1.89849963e-02 
 1.02200000e+00  1.02200000e+00  1.87313841e-02 
 1.02300000e+00  1.02300000e+00  1.84801359e-02 
 1.02400000e+00  1.02400000e+00  1.82312385e-02 
 1.02500000e+00  1.02500000e+00  1.79846783e-02 
 1.02600000e+00  1.02600000e+00  1.77404423e-02 
 1.02700000e+00  1.02700000e+00  1.74985173e-02 
 1.02800000e+00  1.02800000e+00  1.72588903e-02 
 1.02900000e+00  1.02900000e+00  1.70215482e-02 
 1.03000000e+00  1.03000000e+00  1.67864783e-02 
 1.03100000e+00  1.03100000e+00  1.65536677e-02 
 1.03200000e+00  1.03200000e+00  1.63231037e-02 
 1.03300000e+00  1.03300000e+00  1.60947737e-02 
 1.03400000e+00  1.03400000e+00  1.58686652e-02 
 1.03500000e+00  1.03500000e+00  1.56447656e-02 
 1.03600000e+00  1.03600000e+00  1.54230626e-02 
 1.03700000e+00  1.03700000e+00  1.52035438e-02 
 1.03800000e+00  1.03800000e+00  1.49861970e-02 
 1.03900000e+00  1.03900000e+00  1.47710099e-02 
 1.04000000e+00  1.04000000e+00  1.45579705e-02 
 1.04100000e+00  1.04100000e+00  1.43470668e-02 
 1.04200000e+00  1.04200000e+00  1.41382866e-02 
 1.04300000e+00  1.04300000e+00  1.39316181e-02 
 1.04400000e+00  1.04400000e+00  1.37270495e-02 
 1.04500000e+00  1.04500000e+00  1.35245688e-02 
 1.04600000e+00  1.04600000e+00  1.33241645e-02 
 1.04700000e+00  1.04700000e+00  1.31258247e-02 
 1.04800000e+00  1.04800000e+00  1.29295379e-02 
 1.04900000e+00  1.04900000e+00  1.27352925e-02 
 1.05000000e+00  1.05000000e+00  1.25430770e-02 
 1.05100000e+00  1.05100000e+00  1.23528799e-02 
 1.05200000e+00  1.05200000e+00  1.21646897e-02 
 1.05300000e+00  1.05300000e+00  1.19784951e-02 
 1.05400000e+00  1.05400000e+00  1.17942849e-02 
 1.05500000e+00  1.05500000e+00  1.16120476e-02 
 1.05600000e+00  1.05600000e+00  1.14317722e-02 
 1.05700000e+00  1.05700000e+00  1.12534473e-02 
 1.05800000e+00  1.05800000e+00  1.10770619e-02 
 1.05900000e+00  1.05900000e+00  1.09026048e-02 
 1.06000000e+00  1.06000000e+00  1.07300650e-02 
 1.06100000e+00  1.06100000e+00  1.05594315e-02 
 1.06200000e+00  1.06200000e+00  1.03906932e-02 
 1.06300000e+00  1.06300000e+00  1.02238392e-02 
 1.06400000e+00  1.06400000e+00  1.00588587e-02 
 1.06500000e+00  1.06500000e+00  9.89574066e-03 
 1.06600000e+00  1.06600000e+00  9.73447428e-03 
 1.06700000e+00  1.06700000e+00  9.57504873e-03 
 1.06800000e+00  1.06800000e+00  9.41745322e-03 
 1.06900000e+00  1.06900000e+00  9.26167699e-03 
 1.07000000e+00  1.07000000e+00  9.10770928e-03 
 1.07100000e+00  1.07100000e+00  8.95553938e-03 
 1.07200000e+00  1.07200000e+00  8.80515660e-03 
 1.07300000e+00  1.07300000e+00  8.65655027e-03 
 1.07400000e+00  1.07400000e+00  8.50970973e-03 
 1.07500000e+00  1.07500000e+00  8.36462436e-03 
 1.07600000e+00  1.07600000e+00  8.22128355e-03 
 1.07700000e+00  1.07700000e+00  8.07967669e-03 
 1.07800000e+00  1.07800000e+00  7.93979321e-03 
 1.07900000e+00  1.07900000e+00  7.80162254e-03 
 1.08000000e+00  1.08000000e+00  7.66515413e-03 
 1.08100000e+00  1.08100000e+00  7.53037744e-03 
 1.08200000e+00  1.08200000e+00  7.39728193e-03 
 1.08300000e+00  1.08300000e+00  7.26585708e-03 
 1.08400000e+00  1.08400000e+00  7.13609239e-03 
 1.08500000e+00  1.08500000e+00  7.00797733e-03 
 1.08600000e+00  1.08600000e+00  6.88150141e-03 
 1.08700000e+00  1.08700000e+00  6.75665412e-03 
 1.08800000e+00  1.08800000e+00  6.63342498e-03 
 1.08900000e+00  1.08900000e+00  6.51180347e-03 
 1.09000000e+00  1.09000000e+00  6.39177911e-03 
 1.09100000e+00  1.09100000e+00  6.27334139e-03 
 1.09200000e+00  1.09200000e+00  6.15647981e-03 
 1.09300000e+00  1.09300000e+00  6.04118386e-03 
 1.09400000e+00  1.09400000e+00  5.92744304e-03 
 1.09500000e+00  1.09500000e+00  5.81524683e-03 
 1.09600000e+00  1.09600000e+00  5.70458468e-03 
 1.09700000e+00  1.09700000e+00  5.59544608e-03 
 1.09800000e+00  1.09800000e+00  5.48782046e-03 
 1.09900000e+00  1.09900000e+00  5.38169727e-03 
 1.10000000e+00  1.10000000e+00  5.27706594e-03 
 1.10100000e+00  1.10100000e+00  5.17391587e-03 
 1.10200000e+00  1.10200000e+00  5.07223647e-03 
 1.10300000e+00  1.10300000e+00  4.97201710e-03 
 1.10400000e+00  1.10400000e+00  4.87324713e-03 
 1.10500000e+00  1.10500000e+00  4.77591589e-03 
 1.10600000e+00  1.10600000e+00  4.68001272e-03 
 1.10700000e+00  1.10700000e+00  4.58552689e-03 
 1.10800000e+00  1.10800000e+00  4.49244770e-03 
 1.10900000e+00  1.10900000e+00  4.40076437e-03 
 1.11000000e+00  1.11000000e+00  4.31046615e-03 
 1.11100000e+00  1.11100000e+00  4.22154222e-03 
 1.11200000e+00  1.11200000e+00  4.13398175e-03 
 1.11300000e+00  1.11300000e+00  4.04777389e-03 
 1.11400000e+00  1.11400000e+00  3.96290774e-03 
 1.11500000e+00  1.11500000e+00  3.87937239e-03 
 1.11600000e+00  1.11600000e+00  3.79715688e-03 
 1.11700000e+00  1.11700000e+00  3.71625022e-03 
 1.11800000e+00  1.11800000e+00  3.63664141e-03 
 1.11900000e+00  1.11900000e+00  3.55831939e-03 
 1.12000000e+00  1.12000000e+00  3.48127306e-03 
 1.12100000e+00  1.12100000e+00  3.40549132e-03 
 1.12200000e+00  1.12200000e+00  3.33096299e-03 
 1.12300000e+00  1.12300000e+00  3.25767689e-03 
 1.12400000e+00  1.12400000e+00  3.18562178e-03 
 1.12500000e+00  1.12500000e+00  3.11478639e-03 
 1.12600000e+00  1.12600000e+00  3.04515941e-03 
 1.12700000e+00  1.12700000e+00  2.97672949e-03 
 1.12800000e+00  1.12800000e+00  2.90948525e-03 
 1.12900000e+00  1.12900000e+00  2.84341526e-03 
 1.13000000e+00  1.13000000e+00  2.77850805e-03 
 1.13100000e+00  1.13100000e+00  2.71475212e-03 
 1.13200000e+00  1.13200000e+00  2.65213593e-03 
 1.13300000e+00  1.13300000e+00  2.59064790e-03 
 1.13400000e+00  1.13400000e+00  2.53027639e-03 
 1.13500000e+00  1.13500000e+00  2.47100976e-03 
 1.13600000e+00  1.13600000e+00  2.41283631e-03 
 1.13700000e+00  1.13700000e+00  2.35574429e-03 
 1.13800000e+00  1.13800000e+00  2.29972195e-03 
 1.13900000e+00  1.13900000e+00  2.24475747e-03 
 1.14000000e+00  1.14000000e+00  2.19083901e-03 
 1.14100000e+00  1.14100000e+00  2.13795469e-03 
 1.14200000e+00  1.14200000e+00  2.08609261e-03 
 1.14300000e+00  1.14300000e+00  2.03524082e-03 
 1.14400000e+00  1.14400000e+00  1.98538735e-03 
 1.14500000e+00  1.14500000e+00  1.93652020e-03 
 1.14600000e+00  1.14600000e+00  1.88862734e-03 
 1.14700000e+00  1.14700000e+00  1.84169673e-03 
 1.14800000e+00  1.14800000e+00  1.79571627e-03 
 1.14900000e+00  1.14900000e+00  1.75067388e-03 
 1.15000000e+00  1.15000000e+00  1.70655743e-03 
 1.15100000e+00  1.15100000e+00  1.66335479e-03 
 1.15200000e+00  1.15200000e+00  1.62105381e-03 
 1.15300000e+00  1.15300000e+00  1.57964232e-03 
 1.15400000e+00  1.15400000e+00  1.53910814e-03 
 1.15500000e+00  1.15500000e+00  1.49943911e-03 
 1.15600000e+00  1.15600000e+00  1.46062302e-03 
 1.15700000e+00  1.15700000e+00  1.42264769e-03 
 1.15800000e+00  1.15800000e+00  1.38550093e-03 
 1.15900000e+00  1.15900000e+00  1.34917057e-03 
 1.16000000e+00  1.16000000e+00  1.31364442e-03 
 1.16100000e+00  1.16100000e+00  1.27891032e-03 
 1.16200000e+00  1.16200000e+00  1.24495613e-03 
 1.16300000e+00  1.16300000e+00  1.21176970e-03 
 1.16400000e+00  1.16400000e+00  1.17933894e-03 
 1.16500000e+00  1.16500000e+00  1.14765176e-03 
 1.16600000e+00  1.16600000e+00  1.11669609e-03 
 1.16700000e+00  1.16700000e+00  1.08645992e-03 
 1.16800000e+00  1.16800000e+00  1.05693127e-03 
 1.16900000e+00  1.16900000e+00  1.02809817e-03 
 1.17000000e+00  1.17000000e+00  9.99948745e-04 
 1.17100000e+00  1.17100000e+00  9.72471125e-04 
 1.17200000e+00  1.17200000e+00  9.45653513e-04 
 1.17300000e+00  1.17300000e+00  9.19484166e-04 
 1.17400000e+00  1.17400000e+00  8.93951399e-04 
 1.17500000e+00  1.17500000e+00  8.69043591e-04 
 1.17600000e+00  1.17600000e+00  8.44749192e-04 
 1.17700000e+00  1.17700000e+00  8.21056721e-04 
 1.17800000e+00  1.17800000e+00  7.97954775e-04 
 1.17900000e+00  1.17900000e+00  7.75432032e-04 
 1.18000000e+00  1.18000000e+00  7.53477251e-04 
 1.18100000e+00  1.18100000e+00  7.32079281e-04 
 1.18200000e+00  1.18200000e+00  7.11227060e-04 
 1.18300000e+00  1.18300000e+00  6.90909624e-04 
 1.18400000e+00  1.18400000e+00  6.71116105e-04 
 1.18500000e+00  1.18500000e+00  6.51835738e-04 
 1.18600000e+00  1.18600000e+00  6.33057862e-04 
 1.18700000e+00  1.18700000e+00  6.14771926e-04 
 1.18800000e+00  1.18800000e+00  5.96967489e-04 
 1.18900000e+00  1.18900000e+00  5.79634225e-04 
 1.19000000e+00  1.19000000e+00  5.62761927e-04 
 1.19100000e+00  1.19100000e+00  5.46340506e-04 
 1.19200000e+00  1.19200000e+00  5.30359996e-04 
 1.19300000e+00  1.19300000e+00  5.14810558e-04 
 1.19400000e+00  1.19400000e+00  4.99682478e-04 
 1.19500000e+00  1.19500000e+00  4.84966174e-04 
 1.19600000e+00  1.19600000e+00  4.70652194e-04 
 1.19700000e+00  1.19700000e+00  4.56731222e-04 
 1.19800000e+00  1.19800000e+00  4.43194073e-04 
 1.19900000e+00  1.19900000e+00  4.30031703e-04 
 1.20000000e+00  1.20000000e+00  4.17235204e-04 
 1.20100000e+00  1.20100000e+00  4.04795809e-04 
 1.20200000e+00  1.20200000e+00  3.92704891e-04 
 1.20300000e+00  1.20300000e+00  3.80953963e-04 
 1.20400000e+00  1.20400000e+00  3.69534683e-04 
 1.20500000e+00  1.20500000e+00  3.58438850e-04 
 1.20600000e+00  1.20600000e+00  3.47658408e-04 
 1.20700000e+00  1.20700000e+00  3.37185442e-04 
 1.20800000e+00  1.20800000e+00  3.27012184e-04 
 1.20900000e+00  1.20900000e+00  3.17131009e-04 
 1.21000000e+00  1.21000000e+00  3.07534435e-04 
 1.21100000e+00  1.21100000e+00  2.98215124e-04 
 1.21200000e+00  1.21200000e+00  2.89165883e-04 
 1.21300000e+00  1.21300000e+00  2.80379660e-04 
 1.21400000e+00  1.21400000e+00  2.71849546e-04 
 1.21500000e+00  1.21500000e+00  2.63568773e-04 
 1.21600000e+00  1.21600000e+00  2.55530714e-04 
 1.21700000e+00  1.21700000e+00  2.47728882e-04 
 1.21800000e+00  1.21800000e+00  2.40156930e-04 
 1.21900000e+00  1.21900000e+00  2.32808645e-04 
 1.22000000e+00  1.22000000e+00  2.25677954e-04 
 1.22100000e+00  1.22100000e+00  2.18758918e-04 
 1.22200000e+00  1.22200000e+00  2.12045731e-04 
 1.22300000e+00  1.22300000e+00  2.05532719e-04 
 1.22400000e+00  1.22400000e+00  1.99214341e-04 
 1.22500000e+00  1.22500000e+00  1.93085182e-04 
 1.22600000e+00  1.22600000e+00  1.87139958e-04 
 1.22700000e+00  1.22700000e+00  1.81373507e-04 
 1.22800000e+00  1.22800000e+00  1.75780793e-04 
 1.22900000e+00  1.22900000e+00  1.70356902e-04 
 1.23000000e+00  1.23000000e+00  1.65097041e-04 
 1.23100000e+00  1.23100000e+00  1.59996535e-04 
 1.23200000e+00  1.23200000e+00  1.55050824e-04 
 1.23300000e+00  1.23300000e+00  1.50255465e-04 
 1.23400000e+00  1.23400000e+00  1.45606126e-04 
 1.23500000e+00  1.23500000e+00  1.41098586e-04 
 1.23600000e+00  1.23600000e+00  1.36728734e-04 
 1.23700000e+00  1.23700000e+00  1.32492563e-04 
 1.23800000e+00  1.23800000e+00  1.28386172e-04 
 1.23900000e+00  1.23900000e+00  1.24405764e-04 
 1.24000000e+00  1.24000000e+00  1.20547640e-04 
 1.24100000e+00  1.24100000e+00  1.16808202e-04 
 1.24200000e+00  1.24200000e+00  1.13183946e-04 
 1.24300000e+00  1.24300000e+00  1.09671464e-04 
 1.24400000e+00  1.24400000e+00  1.06267441e-04 
 1.24500000e+00  1.24500000e+00  1.02968650e-04 
 1.24600000e+00  1.24600000e+00  9.97719557e-05 
 1.24700000e+00  1.24700000e+00  9.66743069e-05 
 1.24800000e+00  1.24800000e+00  9.36727380e-05 
 1.24900000e+00  1.24900000e+00  9.07643656e-05 
 1.25000000e+00  1.25000000e+00  8.79463873e-05 
 1.25100000e+00  1.25100000e+00  8.52160792e-05 
 1.25200000e+00  1.25200000e+00  8.25707945e-05 
 1.25300000e+00  1.25300000e+00  8.00079614e-05 
 1.25400000e+00  1.25400000e+00  7.75250812e-05 
 1.25500000e+00  1.25500000e+00  7.51197270e-05 
 1.25600000e+00  1.25600000e+00  7.27895411e-05 
 1.25700000e+00  1.25700000e+00  7.05322341e-05 
 1.25800000e+00  1.25800000e+00  6.83455825e-05 
 1.25900000e+00  1.25900000e+00  6.62274275e-05 
 1.26000000e+00  1.26000000e+00  6.41756731e-05 
 1.26100000e+00  1.26100000e+00  6.21882844e-05 
 1.26200000e+00  1.26200000e+00  6.02632862e-05 
 1.26300000e+00  1.26300000e+00  5.83987614e-05 
 1.26400000e+00  1.26400000e+00  5.65928492e-05 
 1.26500000e+00  1.26500000e+00  5.48437441e-05 
 1.26600000e+00  1.26600000e+00  5.31496938e-05 
 1.26700000e+00  1.26700000e+00  5.15089983e-05 
 1.26800000e+00  1.26800000e+00  4.99200080e-05 
 1.26900000e+00  1.26900000e+00  4.83811228e-05 
 1.27000000e+00  1.27000000e+00  4.68907904e-05 
 1.27100000e+00  1.27100000e+00  4.54475050e-05 
 1.27200000e+00  1.27200000e+00  4.40498061e-05 
 1.27300000e+00  1.27300000e+00  4.26962774e-05 
 1.27400000e+00  1.27400000e+00  4.13855450e-05 
 1.27500000e+00  1.27500000e+00  4.01162770e-05 
 1.27600000e+00  1.27600000e+00  3.88871815e-05 
 1.27700000e+00  1.27700000e+00  3.76970060e-05 
 1.27800000e+00  1.27800000e+00  3.65445361e-05 
 1.27900000e+00  1.27900000e+00  3.54285944e-05 
 1.28000000e+00  1.28000000e+00  3.43480395e-05 
 1.28100000e+00  1.28100000e+00  3.33017648e-05 
 1.28200000e+00  1.28200000e+00  3.22886977e-05 
 1.28300000e+00  1.28300000e+00  3.13077983e-05 
 1.28400000e+00  1.28400000e+00  3.03580588e-05 
 1.28500000e+00  1.28500000e+00  2.94385025e-05 
 1.28600000e+00  1.28600000e+00  2.85481825e-05 
 1.28700000e+00  1.28700000e+00  2.76861813e-05 
 1.28800000e+00  1.28800000e+00  2.68516098e-05 
 1.28900000e+00  1.28900000e+00  2.60436061e-05 
 1.29000000e+00  1.29000000e+00  2.52613353e-05 
 1.29100000e+00  1.29100000e+00  2.45039881e-05 
 1.29200000e+00  1.29200000e+00  2.37707804e-05 
 1.29300000e+00  1.29300000e+00  2.30609527e-05 
 1.29400000e+00  1.29400000e+00  2.23737687e-05 
 1.29500000e+00  1.29500000e+00  2.17085152e-05 
 1.29600000e+00  1.29600000e+00  2.10645012e-05 
 1.29700000e+00  1.29700000e+00  2.04410574e-05 
 1.29800000e+00  1.29800000e+00  1.98375351e-05 
 1.29900000e+00  1.29900000e+00  1.92533059e-05 
 1.30000000e+00  1.30000000e+00  1.86877614e-05 
 1.30100000e+00  1.30100000e+00  1.81403117e-05 
 1.30200000e+00  1.30200000e+00  1.76103857e-05 
 1.30300000e+00  1.30300000e+00  1.70974302e-05 
 1.30400000e+00  1.30400000e+00  1.66009091e-05 
 1.30500000e+00  1.30500000e+00  1.61203034e-05 
 1.30600000e+00  1.30600000e+00  1.56551102e-05 
 1.30700000e+00  1.30700000e+00  1.52048423e-05 
 1.30800000e+00  1.30800000e+00  1.47690282e-05 
 1.30900000e+00  1.30900000e+00  1.43472108e-05 
 1.31000000e+00  1.31000000e+00  1.39389477e-05 
 1.31100000e+00  1.31100000e+00  1.35438101e-05 
 1.31200000e+00  1.31200000e+00  1.31613831e-05 
 1.31300000e+00  1.31300000e+00  1.27912645e-05 
 1.31400000e+00  1.31400000e+00  1.24330650e-05 
 1.31500000e+00  1.31500000e+00  1.20864075e-05 
 1.31600000e+00  1.31600000e+00  1.17509269e-05 
 1.31700000e+00  1.31700000e+00  1.14262695e-05 
 1.31800000e+00  1.31800000e+00  1.11120927e-05 
 1.31900000e+00  1.31900000e+00  1.08080650e-05 
 1.32000000e+00  1.32000000e+00  1.05138651e-05 
 1.32100000e+00  1.32100000e+00  1.02291820e-05 
 1.32200000e+00  1.32200000e+00  9.95371454e-06 
 1.32300000e+00  1.32300000e+00  9.68717098e-06 
 1.32400000e+00  1.32400000e+00  9.42926890e-06 
 1.32500000e+00  1.32500000e+00  9.17973482e-06 
 1.32600000e+00  1.32600000e+00  8.93830387e-06 
 1.32700000e+00  1.32700000e+00  8.70471962e-06 
 1.32800000e+00  1.32800000e+00  8.47873373e-06 
 1.32900000e+00  1.32900000e+00  8.26010574e-06 
 1.33000000e+00  1.33000000e+00  8.04860281e-06 
 1.33100000e+00  1.33100000e+00  7.84399949e-06 
 1.33200000e+00  1.33200000e+00  7.64607746e-06 
 1.33300000e+00  1.33300000e+00  7.45462535e-06 
 1.33400000e+00  1.33400000e+00  7.26943846e-06 
 1.33500000e+00  1.33500000e+00  7.09031863e-06 
 1.33600000e+00  1.33600000e+00  6.91707394e-06 
 1.33700000e+00  1.33700000e+00  6.74951860e-06 
 1.33800000e+00  1.33800000e+00  6.58747270e-06 
 1.33900000e+00  1.33900000e+00  6.43076205e-06 
 1.34000000e+00  1.34000000e+00  6.27921798e-06 
 1.34100000e+00  1.34100000e+00  6.13267718e-06 
 1.34200000e+00  1.34200000e+00  5.99098153e-06 
 1.34300000e+00  1.34300000e+00  5.85397794e-06 
 1.34400000e+00  1.34400000e+00  5.72151818e-06 
 1.34500000e+00  1.34500000e+00  5.59345872e-06 
 1.34600000e+00  1.34600000e+00  5.46966060e-06 
 1.34700000e+00  1.34700000e+00  5.34998927e-06 
 1.34800000e+00  1.34800000e+00  5.23431446e-06 
 1.34900000e+00  1.34900000e+00  5.12251005e-06 
 1.35000000e+00  1.35000000e+00  5.01445392e-06 
 1.35100000e+00  1.35100000e+00  4.91002782e-06 
 1.35200000e+00  1.35200000e+00  4.80911729e-06 
 1.35300000e+00  1.35300000e+00  4.71161148e-06 
 1.35400000e+00  1.35400000e+00  4.61740308e-06 
 1.35500000e+00  1.35500000e+00  4.52638819e-06 
 1.35600000e+00  1.35600000e+00  4.43846622e-06 
 1.35700000e+00  1.35700000e+00  4.35353976e-06 
 1.35800000e+00  1.35800000e+00  4.27151451e-06 
 1.35900000e+00  1.35900000e+00  4.19229919e-06 
 1.36000000e+00  1.36000000e+00  4.11580538e-06 
 1.36100000e+00  1.36100000e+00  4.04194751e-06 
 1.36200000e+00  1.36200000e+00  3.97064271e-06 
 1.36300000e+00  1.36300000e+00  3.90181075e-06 
 1.36400000e+00  1.36400000e+00  3.83537397e-06 
 1.36500000e+00  1.36500000e+00  3.77125716e-06 
 1.36600000e+00  1.36600000e+00  3.70938751e-06 
 1.36700000e+00  1.36700000e+00  3.64969452e-06 
 1.36800000e+00  1.36800000e+00  3.59210995e-06 
 1.36900000e+00  1.36900000e+00  3.53656770e-06 
 1.37000000e+00  1.37000000e+00  3.48300381e-06 
 1.37100000e+00  1.37100000e+00  3.43135633e-06 
 1.37200000e+00  1.37200000e+00  3.38156530e-06 
 1.37300000e+00  1.37300000e+00  3.33357263e-06 
 1.37400000e+00  1.37400000e+00  3.28732213e-06 
 1.37500000e+00  1.37500000e+00  3.24275936e-06 
 1.37600000e+00  1.37600000e+00  3.19983162e-06 
 1.37700000e+00  1.37700000e+00  3.15848790e-06 
 1.37800000e+00  1.37800000e+00  3.11867880e-06 
 1.37900000e+00  1.37900000e+00  3.08035649e-06 
 1.38000000e+00  1.38000000e+00  3.04347468e-06 
 1.38100000e+00  1.38100000e+00  3.00798852e-06 
 1.38200000e+00  1.38200000e+00  2.97385462e-06 
 1.38300000e+00  1.38300000e+00  2.94103096e-06 
 1.38400000e+00  1.38400000e+00  2.90947685e-06 
 1.38500000e+00  1.38500000e+00  2.87915290e-06 
 1.38600000e+00  1.38600000e+00  2.85002097e-06 
 1.38700000e+00  1.38700000e+00  2.82204413e-06 
 1.38800000e+00  1.38800000e+00  2.79518664e-06 
 1.38900000e+00  1.38900000e+00  2.76941388e-06 
 1.39000000e+00  1.39000000e+00  2.74469235e-06 
 1.39100000e+00  1.39100000e+00  2.72098959e-06 
 1.39200000e+00  1.39200000e+00  2.69827420e-06 
 1.39300000e+00  1.39300000e+00  2.67651576e-06 
 1.39400000e+00  1.39400000e+00  2.65568483e-06 
 1.39500000e+00  1.39500000e+00  2.63575289e-06 
 1.39600000e+00  1.39600000e+00  2.61669236e-06 
 1.39700000e+00  1.39700000e+00  2.59847649e-06 
 1.39800000e+00  1.39800000e+00  2.58107943e-06 
 1.39900000e+00  1.39900000e+00  2.56447612e-06 
 1.40000000e+00  1.40000000e+00  2.54864230e-06 
 1.40100000e+00  1.40100000e+00  2.53355450e-06 
 1.40200000e+00  1.40200000e+00  2.51918999e-06 
 1.40300000e+00  1.40300000e+00  2.50552674e-06 
 1.40400000e+00  1.40400000e+00  2.49254346e-06 
 1.40500000e+00  1.40500000e+00  2.48021951e-06 
 1.40600000e+00  1.40600000e+00  2.46853492e-06 
 1.40700000e+00  1.40700000e+00  2.45747034e-06 
 1.40800000e+00  1.40800000e+00  2.44700706e-06 
 1.40900000e+00  1.40900000e+00  2.43712693e-06 
 1.41000000e+00  1.41000000e+00  2.42781242e-06 
 1.41100000e+00  1.41100000e+00  2.41904654e-06 
 1.41200000e+00  1.41200000e+00  2.41081282e-06 
 1.41300000e+00  1.41300000e+00  2.40309534e-06 
 1.41400000e+00  1.41400000e+00  2.39587868e-06 
 1.41500000e+00  1.41500000e+00  2.38914791e-06 
 1.41600000e+00  1.41600000e+00  2.38288858e-06 
 1.41700000e+00  1.41700000e+00  2.37708669e-06 
 1.41800000e+00  1.41800000e+00  2.37172870e-06 
 1.41900000e+00  1.41900000e+00  2.36680148e-06 
 1.42000000e+00  1.42000000e+00  2.36229234e-06 
 1.42100000e+00  1.42100000e+00  2.35818899e-06 
 1.42200000e+00  1.42200000e+00  2.35447951e-06 
 1.42300000e+00  1.42300000e+00  2.35115240e-06 
 1.42400000e+00  1.42400000e+00  2.34819648e-06 
 1.42500000e+00  1.42500000e+00  2.34560096e-06 
 1.42600000e+00  1.42600000e+00  2.34335539e-06 
 1.42700000e+00  1.42700000e+00  2.34144964e-06 
 1.42800000e+00  1.42800000e+00  2.33987391e-06 
 1.42900000e+00  1.42900000e+00  2.33861871e-06 
 1.43000000e+00  1.43000000e+00  2.33767486e-06 
 1.43100000e+00  1.43100000e+00  2.33703347e-06 
 1.43200000e+00  1.43200000e+00  2.33668592e-06 
 1.43300000e+00  1.43300000e+00  2.33662388e-06 
 1.43400000e+00  1.43400000e+00  2.33683929e-06 
 1.43500000e+00  1.43500000e+00  2.33732434e-06 
 1.43600000e+00  1.43600000e+00  2.33807146e-06 
 1.43700000e+00  1.43700000e+00  2.33907333e-06 
 1.43800000e+00  1.43800000e+00  2.34032288e-06 
 1.43900000e+00  1.43900000e+00  2.34181323e-06 
 1.44000000e+00  1.44000000e+00  2.34353776e-06 
 1.44100000e+00  1.44100000e+00  2.34549003e-06 
 1.44200000e+00  1.44200000e+00  2.34766383e-06 
 1.44300000e+00  1.44300000e+00  2.35005312e-06 
 1.44400000e+00  1.44400000e+00  2.35265209e-06 
